Date,Subjectivity,Objectivity,Positive,Negative,Neutral,Open,High,Low,Close,Volume,Adj Close,Month,Quarter,Label
2010-02-09,44.4444444444,55.5555555556,16.6666666667,27.7777777778,55.5555555556,9910.280273,10139.429688,9910.05957,10058.639648,236210000.0,10058.639648,2.0,1.0,1
2010-02-10,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,10055.459961,10085.540039,9962.959961,10038.379883,178600000.0,10038.379883,2.0,1.0,0
2010-02-11,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,10037.849609,10161.570312,9976.709961,10144.19043,194470000.0,10144.19043,2.0,1.0,1
2010-02-12,35.7142857143,64.2857142857,14.2857142857,21.428571428599998,64.2857142857,10137.230469,10137.389648,9983.820312,10099.139648,296510000.0,10099.139648,2.0,1.0,0
2010-02-16,37.5,62.5,18.75,18.75,62.5,10100.80957,10279.540039,10100.80957,10268.80957,234900000.0,10268.80957,2.0,1.0,1
2010-02-17,42.1052631579,57.8947368421,31.5789473684,10.5263157895,57.8947368421,10261.480469,10320.129883,10261.480469,10309.240234,193270000.0,10309.240234,2.0,1.0,1
2010-02-18,33.3333333333,66.6666666667,14.2857142857,19.0476190476,66.6666666667,10309.389648,10406.580078,10294.509766,10392.900391,185310000.0,10392.900391,2.0,1.0,1
2010-02-19,43.75,56.25,6.25,37.5,56.25,10387.769531,10438.549805,10339.169922,10402.349609,241750000.0,10402.349609,2.0,1.0,1
2010-02-22,45.4545454545,54.5454545455,9.090909090910001,36.3636363636,54.5454545455,10402.429688,10433.639648,10368.950195,10383.379883,158440000.0,10383.379883,2.0,1.0,0
2010-02-23,50.0,50.0,20.0,30.0,50.0,10383.160156,10411.120117,10267.830078,10282.410156,190740000.0,10282.410156,2.0,1.0,0
2010-02-24,35.0,65.0,15.0,20.0,65.0,10284.0,10393.509766,10283.929688,10374.160156,181450000.0,10374.160156,2.0,1.0,1
2010-02-25,22.2222222222,77.7777777778,11.1111111111,11.1111111111,77.7777777778,10366.599609,10366.679688,10185.830078,10321.030273,242550000.0,10321.030273,2.0,1.0,0
2010-02-26,25.0,75.0,20.0,5.0,75.0,10321.410156,10353.450195,10272.290039,10325.259766,282120000.0,10325.259766,2.0,1.0,1
2010-03-01,52.631578947399994,47.368421052600006,21.0526315789,31.5789473684,47.368421052600006,10326.099609,10413.990234,10326.099609,10403.790039,173750000.0,10403.790039,3.0,1.0,1
2010-03-02,53.3333333333,46.6666666667,20.0,33.3333333333,46.6666666667,10404.160156,10456.919922,10389.429688,10405.980469,217180000.0,10405.980469,3.0,1.0,1
2010-03-03,38.8888888889,61.111111111099994,5.55555555556,33.3333333333,61.111111111099994,10406.280273,10469.540039,10376.580078,10396.759766,183290000.0,10396.759766,3.0,1.0,0
2010-03-04,33.3333333333,66.6666666667,11.1111111111,22.2222222222,66.6666666667,10396.530273,10452.379883,10390.860352,10444.139648,165740000.0,10444.139648,3.0,1.0,1
2010-03-05,20.0,80.0,10.0,10.0,80.0,10445.129883,10571.94043,10445.049805,10566.200195,184270000.0,10566.200195,3.0,1.0,1
2010-03-08,50.0,50.0,14.2857142857,35.7142857143,50.0,10563.780273,10587.740234,10542.389648,10552.519531,171780000.0,10552.519531,3.0,1.0,0
2010-03-09,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,10552.240234,10612.599609,10533.929688,10564.379883,219860000.0,10564.379883,3.0,1.0,1
2010-03-10,47.058823529399994,52.941176470600006,17.6470588235,29.4117647059,52.941176470600006,10560.129883,10601.790039,10526.519531,10567.330078,186570000.0,10567.330078,3.0,1.0,1
2010-03-11,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,10560.980469,10611.839844,10507.169922,10611.839844,150000000.0,10611.839844,3.0,1.0,1
2010-03-12,36.0,64.0,24.0,12.0,64.0,10611.769531,10644.950195,10594.839844,10624.69043,166140000.0,10624.69043,3.0,1.0,1
2010-03-15,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,10623.410156,10644.19043,10570.509766,10642.150391,160570000.0,10642.150391,3.0,1.0,1
2010-03-16,48.0,52.0,24.0,24.0,52.0,10642.530273,10693.990234,10621.900391,10685.980469,227410000.0,10685.980469,3.0,1.0,1
2010-03-17,27.7777777778,72.2222222222,16.6666666667,11.1111111111,72.2222222222,10686.360352,10767.980469,10686.360352,10733.669922,194190000.0,10733.669922,3.0,1.0,1
2010-03-18,29.4117647059,70.5882352941,5.882352941180001,23.529411764699997,70.5882352941,10733.44043,10784.0,10728.150391,10779.169922,153280000.0,10779.169922,3.0,1.0,1
2010-03-19,45.8333333333,54.1666666667,12.5,33.3333333333,54.1666666667,10780.0,10819.900391,10694.219727,10741.980469,434190000.0,10741.980469,3.0,1.0,0
2010-03-22,40.0,60.0,25.0,15.0,60.0,10741.0,10809.849609,10695.129883,10785.889648,157200000.0,10785.889648,3.0,1.0,1
2010-03-23,42.3076923077,57.6923076923,7.692307692310001,34.6153846154,57.6923076923,10787.179688,10893.889648,10784.759766,10888.830078,189140000.0,10888.830078,3.0,1.0,1
2010-03-24,22.2222222222,77.7777777778,11.1111111111,11.1111111111,77.7777777778,10887.620117,10887.839844,10825.419922,10836.150391,195570000.0,10836.150391,3.0,1.0,0
2010-03-25,23.809523809499996,76.19047619050001,9.52380952381,14.2857142857,76.19047619050001,10837.509766,10955.480469,10834.19043,10841.209961,200330000.0,10841.209961,3.0,1.0,1
2010-03-26,46.6666666667,53.3333333333,0.0,46.6666666667,53.3333333333,10841.290039,10909.379883,10816.429688,10850.360352,175490000.0,10850.360352,3.0,1.0,1
2010-03-29,50.0,50.0,8.333333333330001,41.6666666667,50.0,10849.230469,10916.639648,10849.230469,10895.860352,136710000.0,10895.860352,3.0,1.0,1
2010-03-30,19.0476190476,80.95238095239999,14.2857142857,4.7619047619,80.95238095239999,10895.019531,10940.219727,10866.830078,10907.419922,148810000.0,10907.419922,3.0,1.0,1
2010-03-31,57.1428571429,42.8571428571,21.428571428599998,35.7142857143,42.8571428571,10907.339844,10907.419922,10832.830078,10856.629883,197060000.0,10856.629883,3.0,1.0,0
2010-04-01,56.25,43.75,25.0,31.25,43.75,10857.30957,10956.389648,10857.30957,10927.070312,159520000.0,10927.070312,4.0,2.0,1
2010-04-05,38.8888888889,61.111111111099994,22.2222222222,16.6666666667,61.111111111099994,10927.450195,10988.05957,10923.969727,10973.549805,139480000.0,10973.549805,4.0,2.0,1
2010-04-06,69.2307692308,30.7692307692,23.0769230769,46.1538461538,30.7692307692,10972.490234,10987.379883,10927.519531,10969.990234,159960000.0,10969.990234,4.0,2.0,0
2010-04-07,40.0,60.0,15.0,25.0,60.0,10961.950195,10962.660156,10845.450195,10897.519531,187000000.0,10897.519531,4.0,2.0,0
2010-04-08,40.9090909091,59.0909090909,13.6363636364,27.2727272727,59.0909090909,10896.990234,10949.360352,10844.089844,10927.070312,158930000.0,10927.070312,4.0,2.0,1
2010-04-09,30.434782608699997,69.5652173913,8.69565217391,21.7391304348,69.5652173913,10926.919922,11000.980469,10926.919922,10997.349609,150660000.0,10997.349609,4.0,2.0,1
2010-04-12,55.0,45.0,30.0,25.0,45.0,10996.75,11029.769531,10992.209961,11005.969727,153960000.0,11005.969727,4.0,2.0,1
2010-04-13,50.0,50.0,0.0,50.0,50.0,11006.719727,11038.919922,10947.769531,11019.419922,183950000.0,11019.419922,4.0,2.0,1
2010-04-14,29.4117647059,70.5882352941,11.7647058824,17.6470588235,70.5882352941,11020.700195,11125.219727,11020.629883,11123.110352,223920000.0,11123.110352,4.0,2.0,1
2010-04-15,31.25,68.75,12.5,18.75,68.75,11122.959961,11154.549805,11096.200195,11144.570312,203720000.0,11144.570312,4.0,2.0,1
2010-04-16,25.0,75.0,0.0,25.0,75.0,11143.660156,11153.790039,10973.919922,11018.660156,373950000.0,11018.660156,4.0,2.0,0
2010-04-19,37.5,62.5,18.75,18.75,62.5,11018.360352,11095.299805,10977.849609,11092.049805,214850000.0,11092.049805,4.0,2.0,1
2010-04-20,41.6666666667,58.3333333333,25.0,16.6666666667,58.3333333333,11093.110352,11146.080078,11081.469727,11117.05957,175170000.0,11117.05957,4.0,2.0,1
2010-04-21,54.5454545455,45.4545454545,18.1818181818,36.3636363636,45.4545454545,11116.910156,11153.719727,11071.339844,11124.919922,188880000.0,11124.919922,4.0,2.0,1
2010-04-22,38.0952380952,61.9047619048,14.2857142857,23.809523809499996,61.9047619048,11119.780273,11149.860352,11016.400391,11134.290039,214700000.0,11134.290039,4.0,2.0,1
2010-04-23,58.3333333333,41.6666666667,25.0,33.3333333333,41.6666666667,11132.179688,11205.639648,11105.650391,11204.280273,207380000.0,11204.280273,4.0,2.0,1
2010-04-26,42.8571428571,57.1428571429,21.428571428599998,21.428571428599998,57.1428571429,11205.110352,11258.009766,11187.650391,11205.030273,191920000.0,11205.030273,4.0,2.0,1
2010-04-27,21.428571428599998,78.5714285714,7.1428571428600005,14.2857142857,78.5714285714,11203.669922,11218.860352,10973.169922,10991.990234,263400000.0,10991.990234,4.0,2.0,0
2010-04-28,52.631578947399994,47.368421052600006,5.26315789474,47.368421052600006,47.368421052600006,10988.870117,11078.519531,10965.379883,11045.269531,236760000.0,11045.269531,4.0,2.0,1
2010-04-29,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,11045.639648,11197.320312,11041.639648,11167.320312,194310000.0,11167.320312,4.0,2.0,1
2010-04-30,44.4444444444,55.5555555556,16.6666666667,27.7777777778,55.5555555556,11168.230469,11197.929688,10999.69043,11008.610352,255130000.0,11008.610352,4.0,2.0,0
2010-05-03,38.8888888889,61.111111111099994,11.1111111111,27.7777777778,61.111111111099994,11009.599609,11177.669922,11009.599609,11151.830078,178080000.0,11151.830078,5.0,2.0,1
2010-05-04,40.9090909091,59.0909090909,18.1818181818,22.7272727273,59.0909090909,11149.480469,11149.480469,10869.25,10926.769531,242100000.0,10926.769531,5.0,2.0,0
2010-05-05,42.1052631579,57.8947368421,26.315789473699997,15.7894736842,57.8947368421,10918.400391,10946.790039,10814.839844,10866.830078,218830000.0,10866.830078,5.0,2.0,0
2010-05-06,16.6666666667,83.3333333333,0.0,16.6666666667,83.3333333333,10868.120117,10879.759766,9869.620117,10520.320312,459890000.0,10520.320312,5.0,2.0,0
2010-05-07,37.5,62.5,25.0,12.5,62.5,10519.419922,10579.120117,10241.230469,10380.429688,428730000.0,10380.429688,5.0,2.0,0
2010-05-10,40.0,60.0,10.0,30.0,60.0,10386.179688,10835.169922,10386.030273,10785.139648,313350000.0,10785.139648,5.0,2.0,1
2010-05-11,38.8888888889,61.111111111099994,11.1111111111,27.7777777778,61.111111111099994,10780.0,10874.540039,10685.379883,10748.259766,223950000.0,10748.259766,5.0,2.0,0
2010-05-12,25.0,75.0,12.5,12.5,75.0,10742.150391,10909.080078,10742.150391,10896.910156,196630000.0,10896.910156,5.0,2.0,1
2010-05-13,30.434782608699997,69.5652173913,13.043478260899999,17.3913043478,69.5652173913,10896.610352,10920.269531,10771.69043,10782.950195,201480000.0,10782.950195,5.0,2.0,0
2010-05-14,35.2941176471,64.7058823529,5.882352941180001,29.4117647059,64.7058823529,10780.679688,10780.75,10537.25,10620.160156,256500000.0,10620.160156,5.0,2.0,0
2010-05-17,42.8571428571,57.1428571429,21.428571428599998,21.428571428599998,57.1428571429,10616.980469,10660.969727,10436.05957,10625.830078,221910000.0,10625.830078,5.0,2.0,1
2010-05-18,41.176470588200004,58.8235294118,29.4117647059,11.7647058824,58.8235294118,10625.450195,10718.860352,10482.200195,10510.950195,246370000.0,10510.950195,5.0,2.0,0
2010-05-19,21.7391304348,78.26086956520001,17.3913043478,4.34782608696,78.26086956520001,10505.700195,10522.519531,10324.660156,10444.370117,266340000.0,10444.370117,5.0,2.0,0
2010-05-20,38.8888888889,61.111111111099994,11.1111111111,27.7777777778,61.111111111099994,10440.209961,10440.209961,10065.360352,10068.009766,360350000.0,10068.009766,5.0,2.0,0
2010-05-21,50.0,50.0,37.5,12.5,50.0,10063.929688,10198.530273,9918.820312,10193.389648,438220000.0,10193.389648,5.0,2.0,1
2010-05-24,28.5714285714,71.4285714286,14.2857142857,14.2857142857,71.4285714286,10193.459961,10196.410156,10052.669922,10066.570312,211430000.0,10066.570312,5.0,2.0,0
2010-05-25,27.5862068966,72.4137931034,13.7931034483,13.7931034483,72.4137931034,10061.429688,10061.660156,9774.480469,10043.75,316960000.0,10043.75,5.0,2.0,0
2010-05-26,53.3333333333,46.6666666667,40.0,13.333333333299999,46.6666666667,10045.110352,10179.030273,9952.679688,9974.450195,316080000.0,9974.450195,5.0,2.0,0
2010-05-27,75.0,25.0,41.6666666667,33.3333333333,25.0,9971.730469,10264.200195,9971.730469,10258.990234,264770000.0,10258.990234,5.0,2.0,1
2010-05-28,27.2727272727,72.72727272729999,13.6363636364,13.6363636364,72.72727272729999,10258.0,10258.0,10095.900391,10136.629883,243720000.0,10136.629883,5.0,2.0,0
2010-06-01,30.7692307692,69.2307692308,15.3846153846,15.3846153846,69.2307692308,10133.94043,10218.330078,10013.900391,10024.019531,221900000.0,10024.019531,6.0,2.0,0
2010-06-02,56.5217391304,43.4782608696,17.3913043478,39.130434782600005,43.4782608696,10025.610352,10254.219727,10025.610352,10249.540039,200850000.0,10249.540039,6.0,2.0,1
2010-06-03,25.0,75.0,5.0,20.0,75.0,10250.669922,10315.209961,10175.019531,10255.280273,176870000.0,10255.280273,6.0,2.0,1
2010-06-04,52.941176470600006,47.058823529399994,11.7647058824,41.176470588200004,47.058823529399994,10249.610352,10249.69043,9889.879883,9931.969727,256600000.0,9931.969727,6.0,2.0,0
2010-06-07,36.842105263200004,63.1578947368,15.7894736842,21.0526315789,63.1578947368,9931.75,9982.379883,9810.299805,9816.490234,222940000.0,9816.490234,6.0,2.0,0
2010-06-08,47.058823529399994,52.941176470600006,5.882352941180001,41.176470588200004,52.941176470600006,9812.94043,9953.660156,9757.549805,9939.980469,259680000.0,9939.980469,6.0,2.0,1
2010-06-09,43.4782608696,56.5217391304,21.7391304348,21.7391304348,56.5217391304,9941.570312,10065.139648,9867.730469,9899.25,222680000.0,9899.25,6.0,2.0,0
2010-06-10,33.3333333333,66.6666666667,6.666666666669999,26.6666666667,66.6666666667,9901.669922,10185.830078,9901.669922,10172.530273,221730000.0,10172.530273,6.0,2.0,1
2010-06-11,42.1052631579,57.8947368421,21.0526315789,21.0526315789,57.8947368421,10166.780273,10215.980469,10082.709961,10211.070312,187890000.0,10211.070312,6.0,2.0,1
2010-06-14,35.2941176471,64.7058823529,17.6470588235,17.6470588235,64.7058823529,10211.830078,10328.669922,10186.209961,10190.889648,177920000.0,10190.889648,6.0,2.0,0
2010-06-15,52.631578947399994,47.368421052600006,15.7894736842,36.842105263200004,47.368421052600006,10192.400391,10408.320312,10192.400391,10404.769531,203170000.0,10404.769531,6.0,2.0,1
2010-06-16,50.0,50.0,22.2222222222,27.7777777778,50.0,10404.240234,10429.030273,10332.599609,10409.459961,165700000.0,10409.459961,6.0,2.0,1
2010-06-17,50.0,50.0,33.3333333333,16.6666666667,50.0,10409.980469,10441.200195,10319.219727,10434.169922,181070000.0,10434.169922,6.0,2.0,1
2010-06-18,38.0952380952,61.9047619048,14.2857142857,23.809523809499996,61.9047619048,10435.0,10483.44043,10424.490234,10450.639648,338010000.0,10450.639648,6.0,2.0,1
2010-06-21,28.5714285714,71.4285714286,9.52380952381,19.0476190476,71.4285714286,10452.459961,10594.160156,10395.549805,10442.410156,165190000.0,10442.410156,6.0,2.0,0
2010-06-22,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,10441.950195,10493.570312,10283.400391,10293.519531,175750000.0,10293.519531,6.0,2.0,0
2010-06-23,37.5,62.5,18.75,18.75,62.5,10293.299805,10368.040039,10227.240234,10298.44043,195100000.0,10298.44043,6.0,2.0,1
2010-06-24,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,10297.080078,10298.05957,10128.849609,10152.799805,244440000.0,10152.799805,6.0,2.0,0
2010-06-25,41.6666666667,58.3333333333,8.333333333330001,33.3333333333,58.3333333333,10153.480469,10202.910156,10081.080078,10143.80957,434500000.0,10143.80957,6.0,2.0,0
2010-06-28,42.3076923077,57.6923076923,11.538461538499998,30.7692307692,57.6923076923,10143.049805,10201.929688,10101.410156,10138.519531,164100000.0,10138.519531,6.0,2.0,0
2010-06-29,41.176470588200004,58.8235294118,17.6470588235,23.529411764699997,58.8235294118,10135.719727,10135.799805,9811.919922,9870.299805,290500000.0,9870.299805,6.0,2.0,0
2010-06-30,41.176470588200004,58.8235294118,11.7647058824,29.4117647059,58.8235294118,9868.339844,9908.919922,9753.839844,9774.019531,235090000.0,9774.019531,6.0,2.0,0
2010-07-01,55.5555555556,44.4444444444,44.4444444444,11.1111111111,44.4444444444,9773.269531,9795.480469,9621.889648,9732.530273,262820000.0,9732.530273,7.0,3.0,0
2010-07-02,33.3333333333,66.6666666667,0.0,33.3333333333,66.6666666667,9732.530273,9770.870117,9614.320312,9686.480469,199570000.0,9686.480469,7.0,3.0,0
2010-07-06,66.6666666667,33.3333333333,44.4444444444,22.2222222222,33.3333333333,9686.480469,9858.129883,9659.009766,9743.620117,261020000.0,9743.620117,7.0,3.0,1
2010-07-07,77.7777777778,22.2222222222,33.3333333333,44.4444444444,22.2222222222,9743.620117,10026.599609,9736.700195,10018.280273,219560000.0,10018.280273,7.0,3.0,1
2010-07-08,83.3333333333,16.6666666667,16.6666666667,66.6666666667,16.6666666667,10019.259766,10139.860352,10019.259766,10138.990234,192210000.0,10138.990234,7.0,3.0,1
2010-07-09,36.3636363636,63.636363636400006,18.1818181818,18.1818181818,63.636363636400006,10138.990234,10201.769531,10118.410156,10198.030273,134810000.0,10198.030273,7.0,3.0,1
2010-07-12,71.4285714286,28.5714285714,0.0,71.4285714286,28.5714285714,10199.240234,10220.280273,10146.490234,10216.269531,131490000.0,10216.269531,7.0,3.0,1
2010-07-13,50.0,50.0,25.0,25.0,50.0,10217.549805,10407.820312,10217.549805,10363.019531,179040000.0,10363.019531,7.0,3.0,1
2010-07-14,53.3333333333,46.6666666667,13.333333333299999,40.0,46.6666666667,10370.959961,10400.099609,10303.0,10366.719727,208530000.0,10366.719727,7.0,3.0,1
2010-07-15,50.0,50.0,40.0,10.0,50.0,10367.099609,10379.740234,10240.480469,10359.30957,210000000.0,10359.30957,7.0,3.0,0
2010-07-16,47.368421052600006,52.631578947399994,21.0526315789,26.315789473699997,52.631578947399994,10356.200195,10356.200195,10079.580078,10097.900391,335060000.0,10097.900391,7.0,3.0,0
2010-07-19,54.5454545455,45.4545454545,27.2727272727,27.2727272727,45.4545454545,10098.120117,10187.280273,10073.679688,10154.429688,176970000.0,10154.429688,7.0,3.0,1
2010-07-20,23.529411764699997,76.4705882353,11.7647058824,11.7647058824,76.4705882353,10151.480469,10236.400391,10007.759766,10229.959961,194410000.0,10229.959961,7.0,3.0,1
2010-07-21,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,10226.019531,10265.540039,10065.5,10120.530273,203900000.0,10120.530273,7.0,3.0,0
2010-07-22,33.3333333333,66.6666666667,33.3333333333,0.0,66.6666666667,10121.80957,10363.240234,10121.80957,10322.299805,202220000.0,10322.299805,7.0,3.0,1
2010-07-23,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,10321.160156,10441.950195,10287.480469,10424.620117,200000000.0,10424.620117,7.0,3.0,1
2010-07-26,27.2727272727,72.72727272729999,18.1818181818,9.090909090910001,72.72727272729999,10424.169922,10526.790039,10414.400391,10525.429688,178820000.0,10525.429688,7.0,3.0,1
2010-07-27,77.7777777778,22.2222222222,33.3333333333,44.4444444444,22.2222222222,10525.280273,10578.330078,10494.860352,10537.69043,180550000.0,10537.69043,7.0,3.0,1
2010-07-28,45.4545454545,54.5454545455,27.2727272727,18.1818181818,54.5454545455,10537.009766,10548.519531,10463.219727,10497.879883,162070000.0,10497.879883,7.0,3.0,0
2010-07-29,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,10498.94043,10584.990234,10387.389648,10467.160156,202110000.0,10467.160156,7.0,3.0,0
2010-07-30,50.0,50.0,10.0,40.0,50.0,10465.19043,10507.19043,10347.5,10465.94043,208160000.0,10465.94043,7.0,3.0,0
2010-08-02,50.0,50.0,30.0,20.0,50.0,10468.820312,10692.200195,10468.589844,10674.379883,167640000.0,10674.379883,8.0,3.0,1
2010-08-03,61.5384615385,38.4615384615,30.7692307692,30.7692307692,38.4615384615,10673.919922,10676.950195,10600.959961,10636.379883,164880000.0,10636.379883,8.0,3.0,0
2010-08-04,80.0,20.0,0.0,80.0,20.0,10630.200195,10702.990234,10627.530273,10680.429688,173360000.0,10680.429688,8.0,3.0,1
2010-08-05,50.0,50.0,20.0,30.0,50.0,10679.669922,10679.75,10612.849609,10674.980469,139610000.0,10674.980469,8.0,3.0,0
2010-08-06,50.0,50.0,0.0,50.0,50.0,10668.549805,10668.700195,10515.370117,10653.55957,154870000.0,10653.55957,8.0,3.0,0
2010-08-09,23.0769230769,76.9230769231,7.692307692310001,15.3846153846,76.9230769231,10654.620117,10719.94043,10649.400391,10698.75,166330000.0,10698.75,8.0,3.0,1
2010-08-10,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,10696.629883,10700.709961,10551.620117,10644.25,203490000.0,10644.25,8.0,3.0,0
2010-08-11,62.5,37.5,50.0,12.5,37.5,10631.820312,10631.900391,10367.330078,10378.830078,219330000.0,10378.830078,8.0,3.0,0
2010-08-12,80.0,20.0,60.0,20.0,20.0,10361.580078,10361.650391,10268.709961,10319.950195,221030000.0,10319.950195,8.0,3.0,0
2010-08-13,72.72727272729999,27.2727272727,45.4545454545,27.2727272727,27.2727272727,10320.330078,10354.919922,10285.44043,10303.150391,151620000.0,10303.150391,8.0,3.0,0
2010-08-16,61.5384615385,38.4615384615,46.1538461538,15.3846153846,38.4615384615,10303.070312,10333.120117,10209.530273,10302.009766,146040000.0,10302.009766,8.0,3.0,0
2010-08-17,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,10297.629883,10480.44043,10297.469727,10405.849609,191340000.0,10405.849609,8.0,3.0,1
2010-08-18,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,10398.589844,10472.299805,10330.019531,10415.540039,168560000.0,10415.540039,8.0,3.0,1
2010-08-19,54.5454545455,45.4545454545,36.3636363636,18.1818181818,45.4545454545,10411.150391,10411.150391,10216.19043,10271.209961,227740000.0,10271.209961,8.0,3.0,0
2010-08-20,25.0,75.0,12.5,12.5,75.0,10270.980469,10270.980469,10147.240234,10213.620117,251150000.0,10213.620117,8.0,3.0,0
2010-08-23,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,10215.509766,10304.700195,10170.290039,10174.410156,173000000.0,10174.410156,8.0,3.0,0
2010-08-24,77.7777777778,22.2222222222,44.4444444444,33.3333333333,22.2222222222,10173.049805,10173.049805,9991.179688,10040.450195,223680000.0,10040.450195,8.0,3.0,0
2010-08-25,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,10040.150391,10097.400391,9937.980469,10060.05957,183890000.0,10060.05957,8.0,3.0,1
2010-08-26,83.3333333333,16.6666666667,33.3333333333,50.0,16.6666666667,10059.900391,10104.709961,9968.099609,9985.80957,176330000.0,9985.80957,8.0,3.0,0
2010-08-27,50.0,50.0,33.3333333333,16.6666666667,50.0,9982.179688,10159.879883,9936.620117,10150.650391,207760000.0,10150.650391,8.0,3.0,1
2010-08-30,31.25,68.75,12.5,18.75,68.75,10145.580078,10150.570312,10007.679688,10009.730469,150480000.0,10009.730469,8.0,3.0,0
2010-08-31,40.0,60.0,10.0,30.0,60.0,10006.419922,10073.379883,9941.839844,10014.719727,255420000.0,10014.719727,8.0,3.0,1
2010-09-01,42.8571428571,57.1428571429,21.428571428599998,21.428571428599998,57.1428571429,10016.009766,10279.080078,10016.009766,10269.469727,205710000.0,10269.469727,9.0,3.0,1
2010-09-02,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,10270.080078,10320.370117,10253.959961,10320.099609,149930000.0,10320.099609,9.0,3.0,1
2010-09-03,40.0,60.0,10.0,30.0,60.0,10321.919922,10451.150391,10321.839844,10447.929688,168600000.0,10447.929688,9.0,3.0,1
2010-09-07,50.0,50.0,28.5714285714,21.428571428599998,50.0,10446.799805,10446.799805,10332.400391,10340.69043,149040000.0,10340.69043,9.0,3.0,0
2010-09-08,50.0,50.0,35.7142857143,14.2857142857,50.0,10338.490234,10426.700195,10335.69043,10387.009766,166760000.0,10387.009766,9.0,3.0,1
2010-09-09,80.0,20.0,20.0,60.0,20.0,10388.139648,10476.620117,10386.629883,10415.240234,163590000.0,10415.240234,9.0,3.0,1
2010-09-10,36.842105263200004,63.1578947368,0.0,36.842105263200004,63.1578947368,10415.009766,10471.280273,10403.169922,10462.769531,140320000.0,10462.769531,9.0,3.0,1
2010-09-13,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,10458.599609,10567.589844,10458.599609,10544.129883,190720000.0,10544.129883,9.0,3.0,1
2010-09-14,83.3333333333,16.6666666667,0.0,83.3333333333,16.6666666667,10544.730469,10588.320312,10499.700195,10526.490234,192410000.0,10526.490234,9.0,3.0,0
2010-09-15,36.3636363636,63.636363636400006,9.090909090910001,27.2727272727,63.636363636400006,10526.419922,10587.799805,10480.780273,10572.730469,167420000.0,10572.730469,9.0,3.0,1
2010-09-16,37.5,62.5,12.5,25.0,62.5,10571.75,10603.69043,10522.480469,10594.830078,170300000.0,10594.830078,9.0,3.0,1
2010-09-17,33.3333333333,66.6666666667,26.6666666667,6.666666666669999,66.6666666667,10595.549805,10650.160156,10567.360352,10607.849609,367230000.0,10607.849609,9.0,3.0,1
2010-09-20,73.3333333333,26.6666666667,40.0,33.3333333333,26.6666666667,10608.080078,10774.129883,10608.080078,10753.620117,157120000.0,10753.620117,9.0,3.0,1
2010-09-21,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,10753.389648,10833.389648,10717.740234,10761.030273,186740000.0,10761.030273,9.0,3.0,1
2010-09-22,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,10761.110352,10805.379883,10708.400391,10739.30957,168590000.0,10739.30957,9.0,3.0,0
2010-09-23,58.3333333333,41.6666666667,25.0,33.3333333333,41.6666666667,10738.480469,10761.94043,10640.919922,10662.419922,156830000.0,10662.419922,9.0,3.0,0
2010-09-24,35.7142857143,64.2857142857,14.2857142857,21.428571428599998,64.2857142857,10664.389648,10865.780273,10664.30957,10860.259766,179270000.0,10860.259766,9.0,3.0,1
2010-09-27,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,10860.030273,10873.200195,10809.620117,10812.040039,143910000.0,10812.040039,9.0,3.0,0
2010-09-28,57.1428571429,42.8571428571,42.8571428571,14.2857142857,42.8571428571,10809.169922,10886.209961,10728.639648,10858.139648,167110000.0,10858.139648,9.0,3.0,1
2010-09-29,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,10857.980469,10869.259766,10798.879883,10835.280273,158830000.0,10835.280273,9.0,3.0,0
2010-09-30,40.0,60.0,10.0,30.0,60.0,10836.040039,10948.879883,10745.44043,10788.049805,214540000.0,10788.049805,9.0,3.0,0
2010-10-01,60.0,40.0,20.0,40.0,40.0,10789.719727,10866.540039,10780.639648,10829.679688,161890000.0,10829.679688,10.0,4.0,1
2010-10-04,58.3333333333,41.6666666667,8.333333333330001,50.0,41.6666666667,10828.849609,10853.709961,10711.120117,10751.269531,160370000.0,10751.269531,10.0,4.0,0
